workload	opcode	origin	visit	types	memory	action	type_idx	new_type	count	share_percent
TOTAL	G_ZEXTLOAD	initial	first	i32,p0	s8@8@not_atomic@not_atomic	Legal	0	-	23	0.000888
TOTAL	G_SELECT	initial	revisit	i32,i1	-	WidenScalar	1	i32	22	0.000850
TOTAL	G_STORE	initial	revisit	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	21	0.000811
TOTAL	G_TRUNC	initial	first	i16,i64	-	Legal	0	-	19	0.000734
TOTAL	G_BUILD_VECTOR	initial	first	<2 x i64>,i64	-	Legal	0	-	17	0.000657
TOTAL	G_SEXT_INREG	generated	first	i64	-	Legal	0	-	17	0.000657
TOTAL	G_ZEXTLOAD	initial	first	i32,p0	s16@32@not_atomic@not_atomic	Legal	0	-	17	0.000657
TOTAL	G_ASHR	initial	first	i64,i64	-	Legal	0	-	16	0.000618
TOTAL	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@64@not_atomic@not_atomic	Legal	0	-	16	0.000618
TOTAL	G_STORE	initial	first	i16,p0	s16@64@not_atomic@not_atomic	Legal	0	-	16	0.000618
TOTAL	G_STORE	initial	first	i64,p0	i64@16@not_atomic@not_atomic	Legal	0	-	16	0.000618
TOTAL	G_FMUL	initial	first	f128	-	Libcall	0	-	15	0.000579
TOTAL	G_PHI	initial	revisit	i32	-	Legal	0	-	15	0.000579
TOTAL	G_LOAD	initial	first	i16,p0	s16@64@not_atomic@not_atomic	Legal	0	-	14	0.000541
TOTAL	G_LOAD	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	14	0.000541
TOTAL	G_STORE	initial	first	i64,p0	i64@128@not_atomic@not_atomic	Legal	0	-	14	0.000541
TOTAL	G_STORE	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	14	0.000541
TOTAL	G_STORE	initial	first	i8,p0	s8@64@not_atomic@not_atomic	Legal	0	-	14	0.000541
TOTAL	G_UITOFP	initial	first	f32,i32	-	Legal	0	-	14	0.000541
TOTAL	G_FABS	initial	first	f64	-	Legal	0	-	13	0.000502
TOTAL	G_LOAD	initial	first	i8,p0	s8@64@not_atomic@not_atomic	Legal	0	-	13	0.000502
TOTAL	G_SELECT	initial	first	f32,i1	-	WidenScalar	1	i32	13	0.000502
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	s8@64@not_atomic@not_atomic	Legal	0	-	13	0.000502
TOTAL	G_SELECT	initial	first	i8,i1	-	WidenScalar	0	i32	12	0.000464
TOTAL	G_UITOFP	initial	first	f32,i16	-	WidenScalar	1	i32	12	0.000464
TOTAL	G_UITOFP	initial	revisit	f32,i32	-	Legal	0	-	12	0.000464
TOTAL	G_ASHR	initial	first	i8,i8	-	WidenScalar	1	i32	11	0.000425
TOTAL	G_ASHR	initial	revisit	i32,i32	-	Custom	0	-	11	0.000425
TOTAL	G_ASHR	initial	revisit	i8,i32	-	WidenScalar	0	i32	11	0.000425
TOTAL	G_MEMMOVE	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	11	0.000425
TOTAL	G_STORE	initial	first	i32,p0	i32@16@not_atomic@not_atomic	Legal	0	-	11	0.000425
TOTAL	G_ZEXTLOAD	initial	first	i32,p0	s8@16@not_atomic@not_atomic	Legal	0	-	11	0.000425
TOTAL	G_LOAD	initial	first	i32,p0	i8@128@not_atomic@not_atomic	Legal	0	-	10	0.000386
TOTAL	G_STORE	initial	first	i64,p0	s64@16@not_atomic@not_atomic	Legal	0	-	10	0.000386
TOTAL	G_FCMP	initial	first	i1,f128	-	WidenScalar	0	i32	9	0.000348
TOTAL	G_FCMP	initial	revisit	i32,f128	-	Libcall	0	-	9	0.000348
TOTAL	G_ICMP	generated	first	i32,i32	-	Legal	0	-	9	0.000348
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	9	0.000348
TOTAL	G_SDIV	generated	first	i64	-	Legal	0	-	9	0.000348
TOTAL	G_SREM	initial	first	i64	-	Lower	0	-	9	0.000348
TOTAL	G_UITOFP	initial	first	f64,i32	-	Legal	0	-	9	0.000348
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	s16@64@not_atomic@not_atomic	Legal	0	-	9	0.000348
TOTAL	G_FPTOSI	initial	first	i64,f64	-	Legal	0	-	8	0.000309
TOTAL	G_LOAD	initial	first	i64,p0	s64@16@not_atomic@not_atomic	Legal	0	-	8	0.000309
TOTAL	G_SEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	8	0.000309
TOTAL	G_UITOFP	initial	first	f32,i64	-	Legal	0	-	8	0.000309
TOTAL	G_UITOFP	initial	first	f64,i16	-	WidenScalar	1	i32	8	0.000309
TOTAL	G_UITOFP	initial	revisit	f64,i32	-	Legal	0	-	8	0.000309
TOTAL	G_ZEXTLOAD	initial	first	i16,p0	i8@8@not_atomic@not_atomic	WidenScalar	0	i32	8	0.000309
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	i32@8@not_atomic@not_atomic	Legal	0	-	8	0.000309
TOTAL	G_ZEXTLOAD	initial	revisit	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	8	0.000309
TOTAL	G_OR	initial	first	i1	-	WidenScalar	0	i32	7	0.000270
TOTAL	G_SELECT	initial	first	i1,i1	-	WidenScalar	0	i32	7	0.000270
TOTAL	G_UADDO	initial	first	i64,i1	-	WidenScalar	1	i32	7	0.000270
TOTAL	G_UADDO	initial	revisit	i64,i32	-	Legal	0	-	7	0.000270
TOTAL	G_ANYEXT	generated	first	i16,i8	-	Legal	0	-	6	0.000232
TOTAL	G_LOAD	initial	first	i8,p0	s8@16@not_atomic@not_atomic	Legal	0	-	6	0.000232
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@16@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	6	0.000232
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	6	0.000232
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	6	0.000232
TOTAL	G_PHI	initial	first	i16	-	Legal	0	-	6	0.000232
TOTAL	G_SELECT	initial	first	f64,i1	-	WidenScalar	1	i32	6	0.000232
TOTAL	G_SELECT	initial	revisit	f64,i32	-	Legal	0	-	6	0.000232
TOTAL	G_SEXTLOAD	initial	first	i64,p0	i16@64@not_atomic@not_atomic	Legal	0	-	6	0.000232
TOTAL	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@32@not_atomic@not_atomic	Legal	0	-	6	0.000232
TOTAL	G_STORE	initial	first	i8,p0	s8@16@not_atomic@not_atomic	Legal	0	-	6	0.000232
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	i8@16@not_atomic@not_atomic	Legal	0	-	6	0.000232
TOTAL	G_DYN_STACKALLOC	initial	first	p0,i64	-	Custom	0	-	5	0.000193
TOTAL	G_INTTOPTR	generated	first	p0,i64	-	Legal	0	-	5	0.000193
TOTAL	G_LOAD	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	5	0.000193
TOTAL	G_LOAD	initial	first	i8,p0	s8@32@not_atomic@not_atomic	Legal	0	-	5	0.000193
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	5	0.000193
TOTAL	G_MEMSET	initial	first	p0,i8,i64	s8@16@not_atomic@not_atomic	Libcall	0	-	5	0.000193
TOTAL	G_PTRTOINT	generated	first	i64,p0	-	Legal	0	-	5	0.000193
TOTAL	G_SITOFP	initial	revisit	f32,i32	-	Legal	0	-	5	0.000193
TOTAL	G_STORE	initial	first	i16,p0	s16@16@not_atomic@not_atomic	Legal	0	-	5	0.000193
TOTAL	G_STORE	initial	first	i16,p0	s16@32@not_atomic@not_atomic	Legal	0	-	5	0.000193
TOTAL	G_STORE	initial	first	i8,p0	s8@32@not_atomic@not_atomic	Legal	0	-	5	0.000193
TOTAL	G_FADD	initial	first	f128	-	Libcall	0	-	4	0.000155
TOTAL	G_LOAD	initial	first	i16,p0	s16@16@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_LOAD	initial	first	i16,p0	s16@32@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_LOAD	initial	first	i32,p0	i16@128@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_LOAD	initial	first	i32,p0	i8@16@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_MEMSET	initial	first	p0,i8,i64	s8@128@not_atomic@not_atomic	Libcall	0	-	4	0.000155
TOTAL	G_OR	generated	revisit	i32	-	Legal	0	-	4	0.000155
TOTAL	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@8@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_STORE	initial	first	f64,p0	f64@8@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_STORE	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	4	0.000155
TOTAL	G_XOR	generated	first	i64	-	Legal	0	-	4	0.000155
TOTAL	G_XOR	generated	revisit	i64	-	Legal	0	-	4	0.000155
TOTAL	G_ANYEXT	generated	first	i64,i16	-	Legal	0	-	3	0.000116
TOTAL	G_FPEXT	initial	first	f128,f64	-	Libcall	0	-	3	0.000116
TOTAL	G_FPTOUI	initial	first	i32,f32	-	Legal	0	-	3	0.000116
TOTAL	G_FPTOUI	initial	first	i64,f32	-	Legal	0	-	3	0.000116
TOTAL	G_MUL	initial	first	i16	-	WidenScalar	0	i32	3	0.000116
TOTAL	G_PHI	initial	first	i8	-	WidenScalar	0	i16	3	0.000116
TOTAL	G_SELECT	initial	first	i16,i1	-	WidenScalar	0	i32	3	0.000116
TOTAL	G_SITOFP	initial	first	f128,i32	-	Libcall	0	-	3	0.000116
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	i8@32@not_atomic@not_atomic	Legal	0	-	3	0.000116
TOTAL	G_BITCAST	generated	first	f128,i128	-	Legal	0	-	2	0.000077
TOTAL	G_BITCAST	generated	first	i128,f128	-	Legal	0	-	2	0.000077
TOTAL	G_BITCAST	generated	first	i64,f64	-	Legal	0	-	2	0.000077
TOTAL	G_CONSTANT	generated	first	i1	-	WidenScalar	0	i8	2	0.000077
TOTAL	G_CONSTANT	generated	first	i128	-	NarrowScalar	0	i64	2	0.000077
TOTAL	G_CONSTANT	generated	revisit	i8	-	Legal	0	-	2	0.000077
TOTAL	G_FCEIL	initial	first	f64	-	Legal	0	-	2	0.000077
TOTAL	G_FDIV	initial	first	f128	-	Libcall	0	-	2	0.000077
TOTAL	G_FNEG	initial	first	f128	-	Lower	0	-	2	0.000077
TOTAL	G_FPTOUI	initial	first	i32,f64	-	Legal	0	-	2	0.000077
TOTAL	G_IS_FPCLASS	initial	first	i1,f64	-	Lower	0	-	2	0.000077
TOTAL	G_LOAD	initial	first	p0,p0	p0@32@not_atomic@not_atomic	Legal	0	-	2	0.000077
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	2	0.000077
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@16@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	2	0.000077
TOTAL	G_MERGE_VALUES	generated	first	i128,i64	-	Legal	0	-	2	0.000077
TOTAL	G_OR	generated	first	i1	-	WidenScalar	0	i32	2	0.000077
TOTAL	G_PHI	generated	first	f64	-	Legal	0	-	2	0.000077
TOTAL	G_SELECT	generated	revisit	i32,s32	-	Legal	0	-	2	0.000077
TOTAL	G_SEXT	generated	first	i32,i16	-	Legal	0	-	2	0.000077
TOTAL	G_SITOFP	initial	first	f32,i16	-	WidenScalar	1	i32	2	0.000077
TOTAL	G_SITOFP	initial	revisit	f64,i32	-	Legal	0	-	2	0.000077
TOTAL	G_STACKRESTORE	initial	first	p0	-	Lower	0	-	2	0.000077
TOTAL	G_STACKSAVE	initial	first	p0	-	Lower	0	-	2	0.000077
TOTAL	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@128@not_atomic@not_atomic	Legal	0	-	2	0.000077
TOTAL	G_STORE	initial	revisit	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	2	0.000077
TOTAL	G_SUB	initial	revisit	i32	-	Legal	0	-	2	0.000077
TOTAL	G_UITOFP	initial	first	f64,i64	-	Legal	0	-	2	0.000077
TOTAL	G_UNMERGE_VALUES	generated	first	f64,f128	-	Legal	0	-	2	0.000077
TOTAL	G_UNMERGE_VALUES	generated	first	i64,i128	-	Legal	0	-	2	0.000077
TOTAL	G_XOR	generated	first	i128	-	NarrowScalar	0	i64	2	0.000077
TOTAL	G_ZEXTLOAD	initial	first	i16,p0	i8@32@not_atomic@not_atomic	WidenScalar	0	i32	2	0.000077
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	s8@8@not_atomic@not_atomic	Legal	0	-	2	0.000077
TOTAL	G_ZEXTLOAD	initial	revisit	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	2	0.000077
TOTAL	G_ABS	initial	first	i32	-	Custom	0	-	1	0.000039
TOTAL	G_AND	generated	first	i16	-	WidenScalar	0	i32	1	0.000039
TOTAL	G_CTLZ	initial	first	i64,i64	-	Legal	0	-	1	0.000039
TOTAL	G_FPTOSI	initial	first	i16,f64	-	WidenScalar	0	i32	1	0.000039
TOTAL	G_FPTOSI	initial	first	i32,f128	-	Libcall	0	-	1	0.000039
TOTAL	G_FPTOSI	initial	first	i64,f32	-	Legal	0	-	1	0.000039
TOTAL	G_FPTOSI	initial	revisit	i32,f64	-	Legal	0	-	1	0.000039
TOTAL	G_FPTOUI	initial	first	i64,f64	-	Legal	0	-	1	0.000039
TOTAL	G_FPTOUI	initial	first	i8,f64	-	WidenScalar	0	i32	1	0.000039
TOTAL	G_FPTOUI	initial	revisit	i32,f64	-	Legal	0	-	1	0.000039
TOTAL	G_FPTRUNC	initial	first	f64,f128	-	Libcall	0	-	1	0.000039
TOTAL	G_FSUB	initial	first	f128	-	Libcall	0	-	1	0.000039
TOTAL	G_ICMP	generated	first	s1,i32	-	WidenScalar	0	s32	1	0.000039
TOTAL	G_ICMP	generated	revisit	s32,i32	-	Legal	0	-	1	0.000039
TOTAL	G_LOAD	initial	first	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	1	0.000039
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	1	0.000039
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	1	0.000039
TOTAL	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	1	0.000039
TOTAL	G_MEMMOVE	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@32@not_atomic@not_atomic	Libcall	0	-	1	0.000039
TOTAL	G_MEMMOVE	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	1	0.000039
TOTAL	G_MERGE_VALUES	generated	first	f128,f64	-	Legal	0	-	1	0.000039
TOTAL	G_PHI	initial	first	f128	-	NarrowScalar	0	f64	1	0.000039
TOTAL	G_SELECT	generated	first	i32,s1	-	WidenScalar	1	s32	1	0.000039
TOTAL	G_STORE	initial	first	f128,p0	s128@128@not_atomic@not_atomic	Legal	0	-	1	0.000039
TOTAL	G_STORE	initial	first	i64,p0	s64@128@not_atomic@not_atomic	Legal	0	-	1	0.000039
TOTAL	G_TRUNC	generated	first	i16,i64	-	Legal	0	-	1	0.000039
TOTAL	G_ZEXTLOAD	initial	first	i32,p0	s16@64@not_atomic@not_atomic	Legal	0	-	1	0.000039
TOTAL	G_ZEXTLOAD	initial	first	i64,p0	s32@64@not_atomic@not_atomic	Legal	0	-	1	0.000039
7zip	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	67836	16.272543
7zip	G_BR	initial	first	-	-	Legal	0	-	38529	9.242361
7zip	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	36274	8.701430
7zip	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	29218	7.008832
7zip	G_CONSTANT	initial	first	i64	-	Legal	0	-	28182	6.760316
7zip	G_BRCOND	initial	revisit	i32	-	Legal	0	-	22202	5.325830
7zip	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	21750	5.217404
7zip	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	20124	4.827358
7zip	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	19202	4.606188
7zip	G_CONSTANT	initial	first	i32	-	Legal	0	-	17824	4.275632
7zip	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	11521	2.763665
7zip	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	9000	2.158926
7zip	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	7828	1.877786
7zip	G_INVOKE_REGION_START	initial	first	-	-	Legal	0	-	7023	1.684682
7zip	G_ADD	initial	first	i32	-	Legal	0	-	5040	1.208998
7zip	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	3651	0.875804
7zip	G_CONSTANT	generated	first	i32	-	Legal	0	-	3429	0.822551
7zip	G_CONSTANT	initial	first	p0	-	Legal	0	-	2727	0.654154
7zip	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	2578	0.618412
7zip	G_SHL	initial	first	i64,i64	-	Legal	0	-	2544	0.610256
7zip	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	2413	0.578832
7zip	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	2376	0.569956
7zip	G_TRUNC	generated	first	i32,i64	-	Legal	0	-	2235	0.536133
7zip	G_PTRTOINT	initial	first	i32,p0	-	WidenScalar	0	i64	2222	0.533015
7zip	G_PTRTOINT	initial	revisit	i64,p0	-	Legal	0	-	2222	0.533015
7zip	G_AND	generated	first	i32	-	Legal	0	-	1976	0.474004
7zip	G_CONSTANT	initial	first	i8	-	Legal	0	-	1945	0.466568
7zip	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	1915	0.459371
7zip	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	1915	0.459371
7zip	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1755	0.420991
7zip	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1720	0.412595
7zip	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1668	0.400121
7zip	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1658	0.397722
7zip	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1439	0.345188
7zip	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	1153	0.276582
7zip	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	1153	0.276582
7zip	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	1153	0.276582
7zip	G_TRUNC	generated	first	i8,i32	-	Legal	0	-	1036	0.248516
7zip	G_SHL	initial	first	i32,i32	-	Custom	0	-	1023	0.245398
7zip	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	986	0.236522
7zip	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	943	0.226207
7zip	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	943	0.226207
7zip	G_CONSTANT	generated	first	i64	-	Legal	0	-	891	0.213734
7zip	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	885	0.212294
7zip	G_AND	generated	revisit	i32	-	Legal	0	-	849	0.203659
7zip	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	825	0.197902
7zip	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	825	0.197902
7zip	G_SUB	initial	first	i32	-	Legal	0	-	822	0.197182
7zip	G_OR	initial	first	i32	-	Legal	0	-	759	0.182069
7zip	G_AND	generated	first	i8	-	WidenScalar	0	i32	739	0.177272
7zip	G_CONSTANT	generated	first	i8	-	Legal	0	-	729	0.174873
7zip	G_ADD	initial	first	i64	-	Legal	0	-	682	0.163599
7zip	G_STORE	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	644	0.154483
7zip	G_STORE	initial	first	i1,p0	i1@8@not_atomic@not_atomic	WidenScalar	0	i8	644	0.154483
7zip	G_STORE	initial	revisit	i8,p0	i1@8@not_atomic@not_atomic	Lower	0	-	644	0.154483
7zip	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	634	0.152084
7zip	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	624	0.149686
7zip	G_LSHR	initial	first	i32,i32	-	Custom	0	-	606	0.145368
7zip	G_AND	initial	first	i32	-	Legal	0	-	589	0.141290
7zip	G_LSHR	initial	revisit	i32,i64	-	Legal	0	-	555	0.133134
7zip	G_SEXT	initial	first	i64,i32	-	Legal	0	-	541	0.129775
7zip	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	472	0.113224
7zip	G_XOR	initial	first	i32	-	Legal	0	-	413	0.099071
7zip	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	391	0.093793
7zip	G_SUB	initial	first	i64	-	Legal	0	-	354	0.084918
7zip	G_LOAD	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	289	0.069326
7zip	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	284	0.068126
7zip	G_TRAP	initial	first	-	-	Legal	0	-	282	0.067646
7zip	G_STORE	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	281	0.067406
7zip	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	278	0.066687
7zip	G_ANYEXT	generated	first	i32,i8	-	Legal	0	-	261	0.062609
7zip	G_STORE	initial	revisit	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	255	0.061170
7zip	G_LOAD	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	250	0.059970
7zip	G_LOAD	initial	first	i1,p0	i1@8@not_atomic@not_atomic	Lower	0	-	250	0.059970
7zip	G_MUL	initial	first	i64	-	Legal	0	-	239	0.057331
7zip	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	226	0.054213
7zip	G_CONSTANT	generated	first	i16	-	Legal	0	-	207	0.049655
7zip	G_PHI	initial	revisit	i16	-	Legal	0	-	196	0.047017
7zip	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	195	0.046777
7zip	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	192	0.046057
7zip	G_SEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	189	0.045337
7zip	G_MUL	initial	first	i32	-	Legal	0	-	188	0.045098
7zip	G_PHI	initial	first	i1	-	WidenScalar	0	i16	182	0.043658
7zip	G_PHI	initial	first	i32	-	Legal	0	-	176	0.042219
7zip	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	176	0.042219
7zip	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	174	0.041739
7zip	G_ZEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	156	0.037421
7zip	G_STORE	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	150	0.035982
7zip	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	149	0.035742
7zip	G_SELECT	initial	revisit	i64,i32	-	Legal	0	-	136	0.032624
7zip	G_LOAD	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	116	0.027826
7zip	G_CONSTANT	initial	first	i16	-	Legal	0	-	115	0.027586
7zip	G_PHI	initial	first	p0	-	Legal	0	-	110	0.026387
7zip	G_STORE	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	100	0.023988
7zip	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	99	0.023748
7zip	G_ASHR	initial	first	i32,i32	-	Custom	0	-	96	0.023029
7zip	G_STORE	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	91	0.021829
7zip	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	87	0.020870
7zip	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	86	0.020630
7zip	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	83	0.019910
7zip	G_LOAD	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	79	0.018951
7zip	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	79	0.018951
7zip	G_SDIV	initial	first	i32	-	Legal	0	-	72	0.017271
7zip	G_STORE	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	72	0.017271
7zip	G_LOAD	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	71	0.017032
7zip	G_ICMP	generated	first	i1,i64	-	WidenScalar	0	i32	68	0.016312
7zip	G_ICMP	generated	revisit	i32,i64	-	Legal	0	-	68	0.016312
7zip	G_LOAD	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	68	0.016312
7zip	G_MUL	initial	revisit	i64	-	Legal	0	-	68	0.016312
7zip	G_SELECT	initial	first	i64,i1	-	WidenScalar	1	i32	68	0.016312
7zip	G_STORE	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	68	0.016312
7zip	G_UMULH	generated	first	i64	-	Legal	0	-	68	0.016312
7zip	G_UMULO	initial	first	i64,i1	-	Lower	0	-	68	0.016312
7zip	G_STORE	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	67	0.016072
7zip	G_ZEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	64	0.015352
7zip	G_UDIV	initial	first	i32	-	Legal	0	-	63	0.015112
7zip	G_ZEXTLOAD	initial	first	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	57	0.013673
7zip	G_STORE	initial	revisit	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	52	0.012474
7zip	G_SDIV	initial	first	i64	-	Legal	0	-	51	0.012234
7zip	G_LSHR	initial	first	i64,i64	-	Legal	0	-	49	0.011754
7zip	G_ZEXTLOAD	initial	first	i32,p0	i16@8@not_atomic@not_atomic	Legal	0	-	48	0.011514
7zip	G_ZEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	45	0.010795
7zip	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	43	0.010315
7zip	G_UDIV	initial	first	i64	-	Legal	0	-	40	0.009595
7zip	G_LOAD	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	39	0.009355
7zip	G_ADD	initial	revisit	i32	-	Legal	0	-	38	0.009115
7zip	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	38	0.009115
