workload	opcode	result_type	operand_types	count	share_percent
TOTAL	call	i32	ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr	15	0.000796
TOTAL	call	i64	ptr,i64,i32,i32,ptr	15	0.000796
TOTAL	call	i8	ptr,i32,ptr	15	0.000796
TOTAL	call	ptr	ptr,i32,i32,i64,i16,ptr,ptr	15	0.000796
TOTAL	call	void	ptr,i32,float,ptr	15	0.000796
TOTAL	invoke	i32	label,label,ptr	15	0.000796
TOTAL	invoke	ptr	ptr,i1,label,label,ptr	15	0.000796
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	15	0.000796
TOTAL	call	[2 x i64]	ptr,ptr	14	0.000743
TOTAL	call	i1	ptr	14	0.000743
TOTAL	call	i1	ptr,ptr,ptr,ptr,ptr	14	0.000743
TOTAL	call	i32	ptr,i32,ptr,ptr,i32,i32,i32,ptr	14	0.000743
TOTAL	call	i32	ptr,i64,ptr,ptr,ptr,ptr	14	0.000743
TOTAL	call	i32	ptr,ptr,double,double,ptr	14	0.000743
TOTAL	call	ptr	ptr,ptr,i8,ptr	14	0.000743
TOTAL	call	void	ptr,float,float,float,float,ptr	14	0.000743
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,float,ptr	14	0.000743
TOTAL	invoke	i1	ptr,ptr,i1,label,label,ptr	14	0.000743
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label	14	0.000743
TOTAL	uitofp	float	i32	14	0.000743
TOTAL	call	i1	ptr,ptr,i32,ptr	13	0.000690
TOTAL	call	i32	ptr,i8,ptr	13	0.000690
TOTAL	call	ptr	i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	13	0.000690
TOTAL	call	ptr	ptr,i8,ptr,i32,i32,ptr	13	0.000690
TOTAL	call	ptr	ptr,ptr,i32,ptr,ptr,ptr	13	0.000690
TOTAL	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	13	0.000690
TOTAL	call	void	i32,i32,i32,i32,i32,ptr	13	0.000690
TOTAL	call	void	i64,ptr,ptr	13	0.000690
TOTAL	call	void	ptr,i64,i64,i64,ptr	13	0.000690
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,i1,ptr	13	0.000690
TOTAL	fmul	fp128	fp128,fp128	13	0.000690
TOTAL	invoke	i32	ptr,i32,ptr,i32,label,label,ptr	13	0.000690
TOTAL	invoke	ptr	ptr,ptr,ptr,label,label,ptr	13	0.000690
TOTAL	invoke	void	ptr,float,float,label,label,ptr	13	0.000690
TOTAL	select	float	i1,float,float	13	0.000690
TOTAL	call	float	i32,i32,i32,i32,i32,ptr	12	0.000636
TOTAL	call	i16	i16,i8,ptr	12	0.000636
TOTAL	call	i32	ptr,i32,i8,i32,ptr	12	0.000636
TOTAL	call	i32	ptr,ptr,i64,ptr,ptr	12	0.000636
TOTAL	call	i64	ptr,i32,ptr	12	0.000636
TOTAL	call	i64	ptr,ptr,ptr,ptr,ptr	12	0.000636
TOTAL	call	ptr	ptr,ptr,i32,i32,i8,i32,ptr	12	0.000636
TOTAL	call	void	ptr,double,ptr,ptr	12	0.000636
TOTAL	call	void	ptr,float,float,ptr	12	0.000636
TOTAL	call	void	ptr,i32,i16,ptr,i1,ptr	12	0.000636
TOTAL	getelementptr	ptr	ptr,i32,i32,i32	12	0.000636
TOTAL	invoke	ptr	ptr,i64,ptr,label,label,ptr	12	0.000636
TOTAL	invoke	void	ptr,ptr,ptr,ptr,i1,label,label,ptr	12	0.000636
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	12	0.000636
TOTAL	select	i8	i1,i8,i8	12	0.000636
TOTAL	uitofp	float	i16	12	0.000636
TOTAL	ashr	i8	i8,i8	11	0.000583
TOTAL	call	double	ptr,ptr,ptr,ptr,ptr	11	0.000583
TOTAL	call	float	i32,i32,ptr	11	0.000583
TOTAL	call	i32	i8,ptr,ptr,ptr,ptr,ptr,i32,ptr	11	0.000583
TOTAL	call	i32	ptr,i32,i32,ptr,i32,i32,ptr	11	0.000583
TOTAL	call	i32	ptr,ptr,i64,i32,ptr	11	0.000583
TOTAL	call	i32	ptr,ptr,ptr,i32,i16,ptr	11	0.000583
TOTAL	call	i64	i32,ptr,ptr	11	0.000583
TOTAL	call	ptr	i32,i32,i32,i32,i32,ptr	11	0.000583
TOTAL	call	ptr	i32,i32,ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr	11	0.000583
TOTAL	call	ptr	ptr,ptr,ptr,i32,ptr,ptr,ptr	11	0.000583
TOTAL	call	ptr	ptr,ptr,ptr,ptr,i64,ptr	11	0.000583
TOTAL	call	void	ptr,i32,i32,ptr,i32,ptr	11	0.000583
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,float,ptr,float,ptr	11	0.000583
TOTAL	invoke	i1	ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	11	0.000583
TOTAL	invoke	i32	ptr,ptr,i32,ptr,label,label,ptr	11	0.000583
TOTAL	invoke	i32	ptr,ptr,i64,label,label,ptr	11	0.000583
TOTAL	invoke	i32	ptr,ptr,ptr,i32,label,label,ptr	11	0.000583
TOTAL	invoke	void	ptr,i32,i32,ptr,i1,label,label,ptr	11	0.000583
TOTAL	landingpad	{ ptr, i32 }	ptr,ptr,ptr	11	0.000583
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label	11	0.000583
TOTAL	call	float	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,i32,ptr	10	0.000530
TOTAL	call	i32	i32,i32,ptr,ptr,ptr	10	0.000530
TOTAL	call	i32	i64,ptr	10	0.000530
TOTAL	call	i32	ptr,ptr,i32,ptr,ptr,ptr,ptr	10	0.000530
TOTAL	call	i32	ptr,ptr,i64,double,ptr	10	0.000530
TOTAL	call	i32	ptr,ptr,i64,i32,ptr,ptr	10	0.000530
TOTAL	call	i32	ptr,ptr,i64,ptr,i32,ptr	10	0.000530
TOTAL	call	i64	i64,ptr,ptr	10	0.000530
TOTAL	call	ptr	i16,i32,i32,ptr	10	0.000530
TOTAL	call	ptr	i32,ptr,ptr,ptr,ptr,ptr	10	0.000530
TOTAL	call	ptr	ptr,i64,ptr,i64,ptr	10	0.000530
TOTAL	call	ptr	ptr,i64,ptr,ptr,ptr	10	0.000530
TOTAL	call	void	i32,ptr,ptr,i32,ptr,i32,ptr,ptr,ptr	10	0.000530
TOTAL	call	void	ptr,i32,ptr,ptr,ptr,ptr,i16,i64,i32,i32,ptr	10	0.000530
TOTAL	call	void	ptr,i8,i8,ptr	10	0.000530
TOTAL	call	void	ptr,ptr,float,float,ptr,ptr,ptr	10	0.000530
TOTAL	invoke	i1	ptr,i32,ptr,label,label,ptr	10	0.000530
TOTAL	invoke	ptr	ptr,i32,i32,label,label,ptr	10	0.000530
TOTAL	invoke	void	ptr,i32,ptr,ptr,label,label,ptr	10	0.000530
TOTAL	call	i16	ptr,i32,ptr	9	0.000477
TOTAL	call	i32	i32,ptr,i8,i32,i8,ptr,ptr	9	0.000477
TOTAL	call	i32	i32,ptr,ptr,i32,ptr	9	0.000477
TOTAL	call	i32	ptr,i1,ptr	9	0.000477
TOTAL	call	i32	ptr,i32,i32,i32,ptr,ptr	9	0.000477
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,i32,i32,ptr	9	0.000477
TOTAL	call	ptr	ptr,i32,i32,ptr,ptr	9	0.000477
TOTAL	call	void	ptr,float,ptr,ptr,ptr	9	0.000477
TOTAL	call	void	ptr,float,ptr,ptr,ptr,ptr	9	0.000477
TOTAL	call	void	ptr,i32,ptr,i8,ptr,ptr	9	0.000477
TOTAL	call	void	ptr,i64,i32,ptr	9	0.000477
TOTAL	call	void	ptr,ptr,i64,i64,ptr	9	0.000477
TOTAL	call	void	ptr,ptr,ptr,i64,ptr	9	0.000477
TOTAL	call	void	ptr,ptr,ptr,ptr,i1,ptr	9	0.000477
TOTAL	fcmp	i1	fp128,fp128	9	0.000477
TOTAL	invoke	i1	i32,ptr,label,label,ptr	9	0.000477
TOTAL	invoke	i8	ptr,label,label,ptr	9	0.000477
TOTAL	invoke	void	ptr,ptr,i64,label,label,ptr	9	0.000477
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,float,label,label,ptr	9	0.000477
TOTAL	srem	i64	i64,i64	9	0.000477
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label	9	0.000477
TOTAL	uitofp	double	i32	9	0.000477
TOTAL	call	i1	ptr,ptr,ptr,i32,i32,ptr	8	0.000424
TOTAL	call	i1	ptr,ptr,ptr,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	i32	double,ptr	8	0.000424
TOTAL	call	i32	i1,ptr	8	0.000424
TOTAL	call	i32	i32,i32,i32,i32,ptr	8	0.000424
TOTAL	call	i32	i32,i32,i32,ptr,i32,i32,ptr	8	0.000424
TOTAL	call	i32	i32,ptr,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	i32	ptr,i32,i32,ptr,i32,ptr,ptr,ptr	8	0.000424
TOTAL	call	i32	ptr,i32,ptr,i32,ptr,ptr	8	0.000424
TOTAL	call	i32	ptr,i32,ptr,ptr,ptr,i8,i32,i32,i32,ptr,ptr	8	0.000424
TOTAL	call	i32	ptr,i64,ptr,ptr,i32,ptr,ptr	8	0.000424
TOTAL	call	i32	ptr,ptr,i1,ptr	8	0.000424
TOTAL	call	i32	ptr,ptr,ptr,i32,i8,ptr	8	0.000424
TOTAL	call	i64	i32,ptr	8	0.000424
TOTAL	call	i64	ptr,i64,i64,i64,i32,i64,ptr	8	0.000424
TOTAL	call	i8	ptr,ptr,ptr	8	0.000424
TOTAL	call	ptr	ptr,i32,i32,ptr,ptr,ptr	8	0.000424
TOTAL	call	ptr	ptr,i32,i32,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	ptr	ptr,i64,i64,ptr,i32,ptr,ptr	8	0.000424
TOTAL	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	void	i1,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	void	i32,i64,ptr	8	0.000424
TOTAL	call	void	i32,ptr,ptr,ptr,ptr,ptr,ptr	8	0.000424
TOTAL	call	void	ptr,i32,i32,i32,i32,i32,i32,i32,ptr	8	0.000424
TOTAL	call	void	ptr,ptr,i32,i32,i32,i32,i32,ptr	8	0.000424
TOTAL	call	void	ptr,ptr,i32,ptr,ptr,ptr	8	0.000424
TOTAL	call	void	ptr,ptr,ptr,i32,i32,i32,i32,ptr	8	0.000424
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,i16,i32,ptr,ptr,ptr,i32,ptr	8	0.000424
TOTAL	fptosi	i64	double	8	0.000424
TOTAL	invoke	float	float,label,label,ptr	8	0.000424
TOTAL	invoke	ptr	ptr,ptr,ptr,ptr,label,label,ptr	8	0.000424
TOTAL	invoke	void	i32,ptr,label,label,ptr	8	0.000424
TOTAL	invoke	void	ptr,ptr,ptr,float,label,label,ptr	8	0.000424
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label	8	0.000424
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label	8	0.000424
TOTAL	uitofp	double	i16	8	0.000424
TOTAL	uitofp	float	i64	8	0.000424
TOTAL	call	float	ptr,ptr,i32,ptr,ptr,ptr	7	0.000371
TOTAL	call	i1	float,ptr	7	0.000371
TOTAL	call	i32	i32,i32,ptr,i32,ptr	7	0.000371
TOTAL	call	i32	i32,ptr,i16,ptr,i64,i32,ptr	7	0.000371
TOTAL	call	i32	i32,ptr,i64,i64,ptr,i64,ptr	7	0.000371
TOTAL	call	i32	i32,ptr,i64,ptr,ptr	7	0.000371
TOTAL	call	i32	ptr,i32,i32,i32,double,double,double,i32,i32,ptr,i32,ptr	7	0.000371
TOTAL	call	i32	ptr,i32,i64,ptr	7	0.000371
TOTAL	call	i32	ptr,i32,ptr,ptr,i32,ptr,ptr,ptr,ptr	7	0.000371
TOTAL	call	i32	ptr,ptr,i32,i32,ptr,ptr	7	0.000371
TOTAL	call	i64	i64,i64,i64,ptr	7	0.000371
TOTAL	call	i64	ptr,i64,i64,ptr	7	0.000371
TOTAL	call	i64	ptr,ptr,ptr,ptr,ptr,ptr	7	0.000371
TOTAL	call	ptr	i32,i32,i32,ptr	7	0.000371
TOTAL	call	ptr	i32,i32,i32,ptr,ptr,i32,i32,i32,ptr,i32,ptr	7	0.000371
TOTAL	call	ptr	ptr,i32,i32,i32,ptr,ptr,ptr	7	0.000371
TOTAL	call	ptr	ptr,i64,i32,i32,i32,i64,ptr	7	0.000371
TOTAL	call	void	ptr,i1,i1,ptr	7	0.000371
TOTAL	call	void	ptr,i32,i8,i32,ptr,ptr	7	0.000371
TOTAL	call	void	ptr,i32,ptr,ptr,ptr,ptr	7	0.000371
TOTAL	call	void	ptr,ptr,ptr,i32,i32,i32,ptr	7	0.000371
TOTAL	call	void	ptr,ptr,ptr,i32,ptr,ptr,ptr,i32,ptr,i32,ptr	7	0.000371
TOTAL	call	void	ptr,ptr,ptr,ptr,float,ptr	7	0.000371
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr	7	0.000371
TOTAL	invoke	i16	ptr,label,label,ptr	7	0.000371
TOTAL	invoke	i1	ptr,ptr,ptr,ptr,label,label,ptr	7	0.000371
TOTAL	invoke	i32	ptr,ptr,i1,label,label,ptr	7	0.000371
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,label,label,ptr	7	0.000371
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	7	0.000371
TOTAL	invoke	void	i32,i32,ptr,label,label,ptr	7	0.000371
TOTAL	invoke	void	ptr,ptr,float,label,label,ptr	7	0.000371
TOTAL	invoke	void	ptr,ptr,ptr,i32,label,label,ptr	7	0.000371
TOTAL	or	i1	i1,i1	7	0.000371
TOTAL	select	i1	i1,i1,i1	7	0.000371
TOTAL	alloca	ptr	i64	6	0.000318
TOTAL	call	double	ptr,i32,ptr	6	0.000318
TOTAL	call	float	i32,ptr	6	0.000318
TOTAL	call	float	ptr,ptr,i1,ptr	6	0.000318
TOTAL	call	float	ptr,ptr,ptr,ptr,i32,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	float	ptr,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i1	i32,i32,i32,i32,i32,i32,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i1	ptr,ptr,i1,ptr	6	0.000318
TOTAL	call	i1	ptr,ptr,ptr,i32,ptr	6	0.000318
TOTAL	call	i32	i16,ptr	6	0.000318
TOTAL	call	i32	i32,ptr,i32,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	i64,i64,ptr	6	0.000318
TOTAL	call	i32	ptr,i32,i32,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,i32,i32,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,i32,i32,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,i32,ptr,i32,ptr,i32,i32,i32,i32,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,i64,i64,ptr	6	0.000318
TOTAL	call	i32	ptr,i64,ptr,i32,i32,ptr	6	0.000318
TOTAL	call	i32	ptr,i64,ptr,ptr,i32,ptr	6	0.000318
TOTAL	call	i32	ptr,i8,ptr,ptr	6	0.000318
TOTAL	call	i32	ptr,ptr,ptr,double,ptr,double,ptr	6	0.000318
TOTAL	call	i32	ptr,ptr,ptr,i32,i32,i32,i32,i32,ptr	6	0.000318
TOTAL	call	i32	ptr,ptr,ptr,i64,ptr	6	0.000318
TOTAL	call	i64	i64,ptr,i64,ptr	6	0.000318
TOTAL	call	ptr	i16,i64,i32,ptr	6	0.000318
TOTAL	call	ptr	i32,i32,ptr,i32,ptr,ptr,ptr,i32,ptr	6	0.000318
TOTAL	call	ptr	ptr,i32,ptr,ptr,i32,ptr,ptr,i32,i32,i32,ptr,ptr,ptr	6	0.000318
TOTAL	call	ptr	ptr,ptr,i32,i32,i32,i32,ptr	6	0.000318
TOTAL	call	ptr	ptr,ptr,i32,i32,i32,ptr,ptr,ptr	6	0.000318
TOTAL	call	ptr	ptr,ptr,i32,i32,i32,ptr,ptr,ptr,ptr,ptr,float,ptr	6	0.000318
TOTAL	call	void	i32,i32,i32,i32,i32,i16,i16,ptr	6	0.000318
TOTAL	call	void	i32,i32,i32,ptr,ptr,i32,i32,i32,ptr	6	0.000318
TOTAL	call	void	i32,ptr,i32,ptr,ptr,i32,ptr	6	0.000318
TOTAL	call	void	i32,ptr,ptr,ptr,ptr,i32,i16,ptr,ptr	6	0.000318
TOTAL	call	void	i64,i64,ptr	6	0.000318
TOTAL	call	void	i64,ptr,i32,ptr	6	0.000318
TOTAL	call	void	ptr,float,float,float,float,float,float,ptr	6	0.000318
TOTAL	call	void	ptr,float,i32,ptr	6	0.000318
TOTAL	call	void	ptr,i32,i32,i32,float,ptr	6	0.000318
TOTAL	call	void	ptr,i32,i32,i64,ptr	6	0.000318
TOTAL	call	void	ptr,i32,i32,i8,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,i32,i32,ptr,i16,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,i32,ptr,i32,i32,ptr	6	0.000318
TOTAL	call	void	ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,float,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,float,ptr,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,i32,i32,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,ptr,double,ptr,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,ptr,i16,i32,i32,i32,i32,i32,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,ptr,i32,i32,i32,i32,i32,i32,i32,i32,ptr	6	0.000318
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,i32,ptr	6	0.000318
TOTAL	invoke	%class.btQuaternion	ptr,ptr,label,label,ptr	6	0.000318
TOTAL	invoke	i32	ptr,i32,ptr,ptr,ptr,label,label,ptr	6	0.000318
TOTAL	invoke	void	ptr,ptr,i32,ptr,ptr,label,label,ptr	6	0.000318
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,i1,label,label,ptr	6	0.000318
TOTAL	phi	i16	i16,i16	6	0.000318
TOTAL	phi	i1	i1,i1,i1,i1,i1,i1,i1,i1	6	0.000318
TOTAL	select	double	i1,double,double	6	0.000318
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	6	0.000318
TOTAL	call	[2 x i64]	[2 x i64],[2 x i64],[2 x i64],ptr	5	0.000265
TOTAL	call	[2 x i64]	[2 x i64],ptr	5	0.000265
TOTAL	call	float	ptr,ptr,ptr,ptr,ptr	5	0.000265
TOTAL	call	i16	i32,ptr	5	0.000265
TOTAL	call	i1	ptr,i32,i32,ptr	5	0.000265
TOTAL	call	i1	ptr,ptr,i32,ptr,ptr	5	0.000265
TOTAL	call	i32	i8,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,i32,i32,i32,double,double,double,i32,i32,ptr,i32,i32,i32,i32,i32,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,i32,ptr,ptr,ptr,ptr,i32,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,ptr,i32,ptr,i32,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr	5	0.000265
TOTAL	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	5	0.000265
TOTAL	call	i32	ptr,ptr,i32,i32,i32,ptr,ptr	5	0.000265
TOTAL	call	i32	ptr,ptr,ptr,i32,i32,ptr	5	0.000265
TOTAL	call	i32	ptr,ptr,ptr,i8,i32,ptr	5	0.000265
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr	5	0.000265
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	5	0.000265
TOTAL	call	i8	ptr,i32,ptr,ptr	5	0.000265
TOTAL	call	ptr	i32,ptr,ptr,double,ptr	5	0.000265
TOTAL	call	ptr	ptr,ptr,ptr,ptr,i8,ptr	5	0.000265
TOTAL	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr	5	0.000265
TOTAL	call	void	i16,i32,i32,i32,i32,ptr	5	0.000265
TOTAL	call	void	ptr,float,float,float,float,float,ptr	5	0.000265
TOTAL	call	void	ptr,i16,ptr,ptr,ptr	5	0.000265
TOTAL	call	void	ptr,i32,i32,i32,i32,i32,ptr	5	0.000265
TOTAL	call	void	ptr,i32,i8,ptr	5	0.000265
TOTAL	call	void	ptr,i64,i32,ptr,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,i16,i16,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,i32,ptr,ptr,i32,i32,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,i8,i8,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,ptr,float,ptr,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,ptr,i32,i32,ptr,i32,ptr,i32,i32,ptr,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,ptr,i32,ptr,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,ptr,ptr,float,float,float,float,ptr,i1,float,ptr	5	0.000265
TOTAL	call	void	ptr,ptr,ptr,ptr,i32,i32,ptr	5	0.000265
TOTAL	invoke	%class.btVector3	ptr,i32,label,label,ptr	5	0.000265
TOTAL	invoke	i1	ptr,ptr,i32,ptr,label,label,ptr	5	0.000265
TOTAL	invoke	i32	i32,label,label,ptr	5	0.000265
TOTAL	invoke	i32	i64,ptr,i1,label,label,ptr	5	0.000265
TOTAL	invoke	i32	ptr,[2 x i64],label,label,ptr	5	0.000265
TOTAL	invoke	i32	ptr,ptr,ptr,i1,ptr,ptr,ptr,label,label,ptr	5	0.000265
TOTAL	invoke	i64	ptr,i32,label,label,ptr	5	0.000265
TOTAL	invoke	void	ptr,ptr,i32,i32,label,label,ptr	5	0.000265
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	5	0.000265
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	5	0.000265
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	5	0.000265
TOTAL	call	%class.btVector3	ptr,ptr,float,ptr	4	0.000212
TOTAL	call	double	i32,ptr	4	0.000212
TOTAL	call	double	ptr,i32,ptr,i32,ptr	4	0.000212
TOTAL	call	float	ptr,float,float,float,float,float,ptr	4	0.000212
TOTAL	call	float	ptr,float,ptr,i32,i32,ptr	4	0.000212
TOTAL	call	float	ptr,ptr,ptr,ptr,i32,i32,i32,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	i1	double,ptr	4	0.000212
TOTAL	call	i1	ptr,i1,ptr,i1,ptr	4	0.000212
TOTAL	call	i1	ptr,i64,i32,ptr,ptr	4	0.000212
TOTAL	call	i1	ptr,i8,ptr	4	0.000212
TOTAL	call	i32	double,ptr,ptr	4	0.000212
TOTAL	call	i32	i16,i16,ptr	4	0.000212
TOTAL	call	i32	i32,i32,i32,i32,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	i32,i32,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	i32,i32,ptr,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	i32	i32,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	i32	ptr,[2 x i64],ptr	4	0.000212
TOTAL	call	i32	ptr,i16,i32,i32,i32,i32,i16,i16,ptr,ptr,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,i32,i32,i32,i32,ptr,ptr	4	0.000212
TOTAL	call	i32	ptr,i32,ptr,i32,i32,ptr,ptr,ptr	4	0.000212
TOTAL	call	i32	ptr,i32,ptr,i32,ptr,i8,ptr	4	0.000212
TOTAL	call	i32	ptr,i32,ptr,ptr,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,i64,ptr,i64,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,i32,i16,i32,i32,i16,i16,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,i32,ptr,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,ptr,i16,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,ptr,i32,i32,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,i32,i32,ptr	4	0.000212
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	i64	ptr,i64,ptr,ptr,ptr	4	0.000212
TOTAL	call	i8	ptr,i8,ptr	4	0.000212
TOTAL	call	i8	ptr,ptr,i8,ptr	4	0.000212
TOTAL	call	ptr	i32,ptr,ptr,i32,ptr,ptr	4	0.000212
TOTAL	call	ptr	i32,ptr,ptr,i64,ptr	4	0.000212
TOTAL	call	ptr	ptr,i32,i32,ptr,i32,i32,i32,ptr,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,i32,i64,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,i32,i32,ptr,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,i32,i32,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,i32,i32,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,i32,ptr,i16,i16,ptr,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,i32,ptr,i32,i32,ptr,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,i32,ptr,ptr	4	0.000212
TOTAL	call	ptr	ptr,ptr,ptr,ptr,i32,ptr	4	0.000212
TOTAL	call	void	double,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,double,i1,i1,ptr	4	0.000212
TOTAL	call	void	float,float,ptr	4	0.000212
TOTAL	call	void	i32,i32,i32,ptr	4	0.000212
TOTAL	call	void	i32,i32,i32,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	void	i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	void	i32,i8,i32,i32,i32,i32,i32,ptr	4	0.000212
TOTAL	call	void	i32,ptr,ptr,i32,ptr	4	0.000212
TOTAL	call	void	i32,ptr,ptr,ptr,ptr,i32,ptr	4	0.000212
TOTAL	call	void	i32,ptr,ptr,ptr,ptr,ptr	4	0.000212
TOTAL	call	void	i64,ptr	4	0.000212
TOTAL	call	void	ptr,i1,ptr,ptr	4	0.000212
