workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	6	0.019820
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	i64	ptr{pointer}	ptr{pointer}	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float,float,float,float	ptr{pointer},float,float,float,float,float	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,i32	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer}	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float,float,float,ptr{pointer},i1,float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float,float,float,ptr{pointer},i1,float	5	0.016517
Bullet	call	indirect	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	5	0.016517
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	5	0.016517
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},i32	ptr{pointer},i32	5	0.016517
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	5	0.016517
Bullet	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	5	0.016517
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	5	0.016517
Bullet	invoke	indirect	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	5	0.016517
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},float,float,float,float,float	ptr{pointer},float,float,float,float,float	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	i32	i32	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i16	ptr{pointer},i16	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i64	ptr{pointer},i64,i64	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer},i32	ptr{pointer},ptr{pointer},float,ptr{pointer},i32	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	4	0.013214
Bullet	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	4	0.013214
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	i64	i64	4	0.013214
Bullet	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i16,i16,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i16,i16,ptr{pointer},ptr{pointer}	4	0.013214
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},float,float	ptr{pointer},float,float	4	0.013214
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	4	0.013214
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	4	0.013214
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	4	0.013214
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64	ptr{pointer},i64	4	0.013214
Bullet	invoke	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg}	ptr{pointer},i32{vararg}	4	0.013214
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	4	0.013214
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	[2 x i64]	float	float	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	float	-	-	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	i32	float	float	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,i64	ptr{pointer},i64,i64	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,i32	ptr{pointer},float,i32	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i1	ptr{pointer},i32,i1	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i16,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i16,i16,ptr{pointer}	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float,ptr{pointer},ptr{pointer}	ptr{pointer,sret},float,ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float	ptr{pointer,sret},float	3	0.009910
Bullet	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	3	0.009910
Bullet	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	3	0.009910
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i16,i16	ptr{pointer},ptr{pointer},i16,i16	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer}	ptr{pointer}	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},i32	ptr{pointer},i32	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	i64,ptr{pointer}	i64,ptr{pointer}	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer}	ptr{pointer},float,ptr{pointer}	3	0.009910
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	3	0.009910
Bullet	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	3	0.009910
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.009910
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i32	ptr{pointer,sret},ptr{pointer},i32	3	0.009910
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},float,float	ptr{pointer},float,float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},float	ptr{pointer},float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	float	float,float,float,ptr{pointer}	float,float,float,ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},float,float	ptr{pointer},ptr{pointer},float,float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},i1	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i32	i32,i32,i32	i32,i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64	ptr{pointer},i64	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i64	ptr{pointer},i32,i32,i64	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i16,i16	ptr{pointer},ptr{pointer},i16,i16	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float,float	ptr{pointer},ptr{pointer},ptr{pointer},float,float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1,i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float,float,float,ptr{pointer},ptr{pointer}	ptr{pointer,sret},float,float,float,ptr{pointer},ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},float,ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer,sret},float,ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	1	0	1	-	void	ptr{pointer}	ptr{pointer}	2	0.006607
Bullet	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg}	ptr{pointer},ptr{pointer},double{vararg}	2	0.006607
Bullet	call	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},float,i32,i32	ptr{pointer},ptr{pointer},float,i32,i32	2	0.006607
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	2	0.006607
Bullet	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,float	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i16	ptr{pointer},i16	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i1	ptr{pointer},i1	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,float	ptr{pointer},i32,float	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i1	ptr{pointer},i32,i1	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},float,float,float,i32,i32,i1	ptr{pointer},i32,i32,ptr{pointer},float,float,float,i32,i32,i1	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i1,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i1,ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,ptr{pointer}	ptr{pointer},ptr{pointer},float,ptr{pointer}	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,i32	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},float	2	0.006607
Bullet	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.006607
Bullet	call	direct	0	0	0	0	1	-	%class.btVector4	ptr{pointer}	ptr{pointer}	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},float,float,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},float,float,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},float,float	ptr{pointer},float,float	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},float,ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer},ptr{pointer}	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},float,float,float,float,i32,i32,ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float,float,float,float,i32,i32,ptr{pointer},ptr{pointer},float	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},float	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float,ptr{pointer},ptr{pointer}	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},float	1	0.003303
Bullet	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.003303
